mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.15,10,copas,strong,logor,adaptshrink_ens_calib,1.0,True,13,10,3,0,-,True
0.0,0.15,10,none,strong,logor,adaptshrink_ens_calib,0.975,True,14,2,5,7,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,ubcma",False
0.0,0.15,10,step,strong,logor,adaptshrink_ens_calib,0.975,True,14,1,11,2,"adaptshrink_fast,vevea_hedges",False
0.0,0.15,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,13,10,3,0,-,True
0.0,0.15,40,none,strong,logor,adaptshrink_ens_calib,1.0,True,14,1,5,8,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,ubcma,vevea_hedges",False
0.0,0.15,40,step,strong,logor,adaptshrink_ens_calib,1.0,True,13,3,10,0,-,True
0.0,0.4,10,copas,strong,logor,adaptshrink_ens_calib,1.0,True,13,2,11,0,-,True
0.0,0.4,10,none,strong,logor,adaptshrink_ens_calib,0.95,True,14,2,6,6,"adaptshrink_auto,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.4,10,step,strong,logor,adaptshrink_ens_calib,0.975,True,14,2,12,0,-,True
0.0,0.4,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,15,4,10,1,trim_and_fill,False
0.0,0.4,40,none,strong,logor,adaptshrink_ens_calib,1.0,True,15,4,2,9,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,vevea_hedges",False
0.0,0.4,40,step,strong,logor,adaptshrink_ens_calib,0.95,True,15,9,5,1,adaptshrink_fast,False
0.4,0.15,10,copas,strong,logor,adaptshrink_ens_calib,1.0,True,14,6,8,0,-,True
0.4,0.15,10,none,strong,logor,adaptshrink_ens_calib,1.0,True,13,2,4,7,"adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,ubcma",False
0.4,0.15,10,step,strong,logor,adaptshrink_ens_calib,1.0,True,14,2,12,0,-,True
0.4,0.15,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,14,5,8,1,trim_and_fill,False
0.4,0.15,40,none,strong,logor,adaptshrink_ens_calib,0.975,True,14,1,5,8,"adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj,ubcma,vevea_hedges",False
0.4,0.15,40,step,strong,logor,adaptshrink_ens_calib,1.0,True,14,3,11,0,-,True
0.4,0.4,10,copas,strong,logor,adaptshrink_ens_calib,0.975,True,13,4,9,0,-,True
0.4,0.4,10,none,strong,logor,adaptshrink_ens_calib,0.925,True,14,2,3,9,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,vevea_hedges",False
0.4,0.4,10,step,strong,logor,adaptshrink_ens_calib,1.0,True,15,3,12,0,-,True
0.4,0.4,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,14,11,2,1,trim_and_fill,False
0.4,0.4,40,none,strong,logor,adaptshrink_ens_calib,0.9,True,15,2,4,9,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,vevea_hedges",False
0.4,0.4,40,step,strong,logor,adaptshrink_ens_calib,1.0,True,15,0,15,0,-,True
0.8,0.15,10,copas,strong,logor,adaptshrink_ens_calib,1.0,True,14,3,11,0,-,True
0.8,0.15,10,none,strong,logor,adaptshrink_ens_calib,1.0,True,14,3,6,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.8,0.15,10,step,strong,logor,adaptshrink_ens_calib,1.0,True,14,2,12,0,-,True
0.8,0.15,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,15,12,3,0,-,True
0.8,0.15,40,none,strong,logor,adaptshrink_ens_calib,0.975,True,15,1,13,1,ubcma,False
0.8,0.15,40,step,strong,logor,adaptshrink_ens_calib,1.0,True,15,7,8,0,-,True
0.8,0.4,10,copas,strong,logor,adaptshrink_ens_calib,1.0,True,14,8,6,0,-,True
0.8,0.4,10,none,strong,logor,adaptshrink_ens_calib,0.925,True,15,2,4,9,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_curve,reml_hksj,ubcma",False
0.8,0.4,10,step,strong,logor,adaptshrink_ens_calib,1.0,True,14,9,5,0,-,True
0.8,0.4,40,copas,strong,logor,adaptshrink_ens_calib,1.0,True,15,13,1,1,trim_and_fill,False
0.8,0.4,40,none,strong,logor,adaptshrink_ens_calib,0.875,False,15,1,5,9,"adaptshrink_auto,adaptshrink_fast,adaptshrink_petgate,copas,dl_hksj,henmi_copas,p_uniform_star,reml_hksj,vevea_hedges",False
0.8,0.4,40,step,strong,logor,adaptshrink_ens_calib,0.975,True,15,3,12,0,-,True
