mu,tau,k,mechanism,strength,outcome,headline,raw_cov,deployable_cov_ok,n_valid_comp,n_win,n_tie,n_loss,loses_to,dominates_field
0.0,0.15,10,copas,strong,logor,adaptshrink_auto,1.0,True,13,10,3,0,-,True
0.0,0.15,10,none,strong,logor,adaptshrink_auto,0.975,True,14,3,7,4,"adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.0,0.15,10,step,strong,logor,adaptshrink_auto,1.0,True,14,2,12,0,-,True
0.0,0.15,40,copas,strong,logor,adaptshrink_auto,0.975,True,13,8,5,0,-,True
0.0,0.15,40,none,strong,logor,adaptshrink_auto,1.0,True,14,1,8,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.0,0.15,40,step,strong,logor,adaptshrink_auto,0.9,True,13,8,5,0,-,True
0.0,0.4,10,copas,strong,logor,adaptshrink_auto,0.975,True,13,5,8,0,-,True
0.0,0.4,10,none,strong,logor,adaptshrink_auto,1.0,True,14,7,7,0,-,True
0.0,0.4,10,step,strong,logor,adaptshrink_auto,0.9,True,14,2,12,0,-,True
0.0,0.4,40,copas,strong,logor,adaptshrink_auto,0.725,False,15,5,9,1,trim_and_fill,False
0.0,0.4,40,none,strong,logor,adaptshrink_auto,0.925,True,15,7,8,0,-,True
0.0,0.4,40,step,strong,logor,adaptshrink_auto,0.575,False,15,7,6,2,"adaptshrink_fast,vevea_hedges",False
0.4,0.15,10,copas,strong,logor,adaptshrink_auto,1.0,True,14,6,8,0,-,True
0.4,0.15,10,none,strong,logor,adaptshrink_auto,1.0,True,13,3,6,4,"adaptshrink_petgate,copas,dl_hksj,reml_hksj",False
0.4,0.15,10,step,strong,logor,adaptshrink_auto,1.0,True,14,2,12,0,-,True
0.4,0.15,40,copas,strong,logor,adaptshrink_auto,1.0,True,14,5,8,1,trim_and_fill,False
0.4,0.15,40,none,strong,logor,adaptshrink_auto,0.975,True,14,1,9,4,"copas,dl_hksj,henmi_copas,reml_hksj",False
0.4,0.15,40,step,strong,logor,adaptshrink_auto,1.0,True,14,3,11,0,-,True
0.4,0.4,10,copas,strong,logor,adaptshrink_auto,0.95,True,13,4,9,0,-,True
0.4,0.4,10,none,strong,logor,adaptshrink_auto,1.0,True,14,6,7,1,henmi_copas,False
0.4,0.4,10,step,strong,logor,adaptshrink_auto,0.95,True,15,3,12,0,-,True
0.4,0.4,40,copas,strong,logor,adaptshrink_auto,0.85,False,14,7,6,1,trim_and_fill,False
0.4,0.4,40,none,strong,logor,adaptshrink_auto,0.95,True,15,7,8,0,-,True
0.4,0.4,40,step,strong,logor,adaptshrink_auto,0.775,False,15,2,13,0,-,False
0.8,0.15,10,copas,strong,logor,adaptshrink_auto,1.0,True,14,3,11,0,-,True
0.8,0.15,10,none,strong,logor,adaptshrink_auto,1.0,True,14,3,6,5,"adaptshrink_petgate,copas,dl_hksj,henmi_copas,reml_hksj",False
0.8,0.15,10,step,strong,logor,adaptshrink_auto,1.0,True,14,2,12,0,-,True
0.8,0.15,40,copas,strong,logor,adaptshrink_auto,1.0,True,15,12,3,0,-,True
0.8,0.15,40,none,strong,logor,adaptshrink_auto,1.0,True,15,3,12,0,-,True
0.8,0.15,40,step,strong,logor,adaptshrink_auto,1.0,True,15,7,8,0,-,True
0.8,0.4,10,copas,strong,logor,adaptshrink_auto,0.875,False,14,5,8,1,trim_and_fill,False
0.8,0.4,10,none,strong,logor,adaptshrink_auto,0.95,True,15,5,10,0,-,True
0.8,0.4,10,step,strong,logor,adaptshrink_auto,0.925,True,14,9,5,0,-,True
0.8,0.4,40,copas,strong,logor,adaptshrink_auto,0.825,False,15,6,6,3,"adaptshrink_ens,adaptshrink_ens_calib,trim_and_fill",False
0.8,0.4,40,none,strong,logor,adaptshrink_auto,0.9,True,15,6,9,0,-,True
0.8,0.4,40,step,strong,logor,adaptshrink_auto,0.9,True,15,6,9,0,-,True
